,Chr,Start,Stop,Samples,Sample_indices,Strand,Listing,Listing_subject,High,Low,UniqueIdentifier,pt87_lo_TPM,pt87_lo_Reads,pt214_hi_TPM,pt214_hi_Reads,pt214_lo_TPM,pt214_lo_Reads,pt221_lo_TPM,pt221_lo_Reads,pt226_lo_TPM,pt226_lo_Reads,pt221_hi_TPM,pt221_hi_Reads,pt226_hi_TPM,pt226_hi_Reads,pt212_lo_TPM,pt212_lo_Reads,pt87_hi_TPM,pt87_hi_Reads,pt212_hi_TPM,pt212_hi_Reads,Annotation,Distance to TSS,Nearest Ensembl,Gene Name,Gene Description,Gene Type,Annotations_short,CpG%,GC%,TRA,AIRE,Fezf2,Housekeeping,AIRE_dep_TRA,Fezf2_dep_TRA,other_TRA,Class
24516,chr19,35878658,35878684,"pt226_hi,pt87_hi","pt226_hi_12552,pt87_hi_17315",-,2,2,2,0,24516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.282713880759446,2.0,0.0,0.0,3.152190340376448,2.0,0.0,0.0,"intron (NM_001024807, intron 14 of 16)",10226,ENSG00000105290,APLP1,amyloid beta precursor like protein 1,protein-coding,intron,0.025,0.584027,False,False,False,False,False,False,False,High
24534,chr19,35903609,35903630,"pt212_hi,pt214_hi","pt212_hi_16068,pt214_hi_18280",-,2,2,2,0,24534,0.0,0.0,2.4847172623911,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.639493881976792,2.0,TTS (NM_198125),1091,ENSG00000126264,HCST,hematopoietic cell signal transducer,protein-coding,TTS,0.043333,0.66223,False,False,False,False,False,False,False,High
24546,chr19,36015523,36015535,"pt221_hi,pt87_hi","pt221_hi_11483,pt87_hi_17327",-,2,2,2,0,24546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5481332823612584,9.0,0.0,0.0,0.0,0.0,7.347993917708621,2.0,0.0,0.0,"3' UTR (NM_001199570, exon 13 of 13)",1027,,LOC101927572,uncharacterized LOC101927572,protein-coding,3' UTR,0.003333,0.470882,False,False,False,False,False,False,False,High
24554,chr19,36054235,36054264,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_16076,pt214_hi_18290,pt87_hi_17332",-,3,3,3,0,24554,0.0,0.0,4.54880111590965,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410711470304543,2.0,10.11865307296065,2.0,promoter-TSS (NM_173636),35,ENSG00000161277,THAP8,THAP domain containing 8,protein-coding,promoter-TSS,0.088333,0.615641,False,False,False,False,False,False,False,High
24564,chr19,36114963,36114998,"pt212_hi,pt87_hi","pt212_hi_15374,pt87_hi_16361",+,2,2,2,0,24564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9387078131244326,3.0,2.7340468589114097,2.0,promoter-TSS (NR_155756),-5,ENSG00000105254,TBCB,tubulin folding cofactor B,protein-coding,promoter-TSS,0.076667,0.63228,False,False,False,True,False,False,False,High
24585,chr19,36149924,36149966,"pt212_hi,pt226_hi","pt212_hi_15384,pt226_hi_11883",+,2,2,2,0,24585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.066519796870229,6.0,0.0,0.0,0.0,0.0,3.8829340344373025,2.0,TTS (NM_001864),2502,ENSG00000161281,COX7A1,cytochrome c oxidase subunit 7A1,protein-coding,TTS,0.008333,0.55574,False,False,False,False,False,False,False,High
24597,chr19,36215105,36215107,"pt212_hi,pt214_hi","pt212_hi_15385,pt214_hi_17396",+,2,2,2,0,24597,0.0,0.0,5.21905254543703,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.964480020750278,2.0,promoter-TSS (NM_152477),-22,ENSG00000196357,ZNF565,zinc finger protein 565,protein-coding,promoter-TSS,0.081667,0.600666,False,False,False,False,False,False,False,High
24641,chr19,37541808,37541850,"pt212_hi,pt214_hi","pt212_hi_15390,pt214_hi_17409",+,2,2,2,0,24641,0.0,0.0,3.09927375386777,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.553032317921052,2.0,"3' UTR (NM_001013659, exon 8 of 8)",-7120,ENSG00000267470,ZNF571-AS1,ZNF571 antisense RNA 1,ncRNA,3' UTR,0.001667,0.437604,False,False,False,False,False,False,False,High
24667,chr19,38292007,38292026,"pt214_hi,pt87_hi","pt214_hi_17419,pt87_hi_16394",+,2,2,2,0,24667,0.0,0.0,4.16114382109617,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6721715016385454,4.0,0.0,0.0,"3' UTR (NM_021102, exon 7 of 7)",-12234,ENSG00000167644,C19orf33,chromosome 19 open reading frame 33,protein-coding,3' UTR,0.03,0.587354,False,False,False,False,False,False,False,High
24698,chr19,38837391,38837396,"pt214_hi,pt87_hi","pt214_hi_18307,pt87_hi_17358",-,2,2,2,0,24698,0.0,0.0,7.319850618016781,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3701879529363814,3.0,0.0,0.0,"exon (NM_001533, exon 12 of 13)",-5600,ENSG00000104823,ECH1,enoyl-CoA hydratase 1,protein-coding,exon,0.011667,0.489185,False,False,False,False,False,False,False,High
24726,chr19,39386147,39386160,"pt226_hi,pt87_hi","pt226_hi_12575,pt87_hi_17365",-,2,2,2,0,24726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6631830200134265,3.0,0.0,0.0,6.97607856119323,2.0,0.0,0.0,"exon (NM_001256826, exon 13 of 13)",4952,ENSG00000006712,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component",protein-coding,exon,0.033333,0.597338,False,False,False,True,False,False,False,High
24813,chr19,39435655,39435680,"pt212_hi,pt214_hi,pt221_hi","pt212_hi_16111,pt214_hi_18323,pt221_hi_11514",-,3,3,3,0,24813,0.0,0.0,3.9865972112301704,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.463382449732259,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4677201470132695,2.0,"exon (NM_001363860, exon 2 of 4)",281,ENSG00000105193,RPS16,ribosomal protein S16,protein-coding,exon,0.085,0.657238,False,False,False,False,False,False,False,High
24840,chr19,39602524,39602527,"pt212_hi,pt214_hi","pt212_hi_15436,pt214_hi_17473",+,2,2,2,0,24840,0.0,0.0,4.310696548424289,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1946835572752095,3.0,promoter-TSS (NM_013268),2,ENSG00000105198,LGALS13,galectin 13,protein-coding,promoter-TSS,0.011667,0.44426,False,False,False,False,False,False,False,High
24842,chr19,39679372,39679378,"pt214_hi,pt87_hi","pt214_hi_17475,pt87_hi_16442",+,2,2,2,0,24842,0.0,0.0,3.213029219906615,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.246933773334662,3.0,0.0,0.0,promoter-TSS (NR_034156),1,ENSG00000226025,LGALS17A,galectin 14 pseudogene,pseudo,promoter-TSS,0.006667,0.470882,True,False,False,False,False,False,True,High
24843,chr19,39704481,39704485,"pt212_hi,pt214_hi,pt226_hi","pt212_hi_15437,pt214_hi_17476,pt226_hi_11939",+,3,3,3,0,24843,0.0,0.0,16.008801793459266,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.470191887788882,2.0,0.0,0.0,0.0,0.0,23.861434528004896,2.0,promoter-TSS (NM_203471),2,ENSG00000006659,LGALS14,galectin 14,protein-coding,promoter-TSS,0.006667,0.452579,True,False,False,False,False,False,True,High
24884,chr19,40610170,40610184,"pt212_hi,pt87_hi","pt212_hi_15444,pt87_hi_16451",+,2,2,2,0,24884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175614173482983,2.0,2.639493881976792,2.0,"intron (NM_003573, intron 14 of 32)",8808,ENSG00000090006,LTBP4,latent transforming growth factor beta binding protein 4,protein-coding,intron,0.065,0.690516,False,False,False,False,False,False,False,High
24891,chr19,40714989,40715008,"pt212_hi,pt226_hi,pt87_hi","pt212_hi_16135,pt226_hi_12593,pt87_hi_17397",-,3,3,3,0,24891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.40250928851525,2.0,0.0,0.0,4.518492010647783,3.0,5.43151112083796,2.0,"intron (NM_024876, intron 1 of 14)",120,ENSG00000123815,COQ8B,coenzyme Q8B,protein-coding,intron,0.048333,0.602329,False,False,False,True,False,False,False,High
24901,chr19,40717807,40717819,"pt214_hi,pt87_hi","pt214_hi_17488,pt87_hi_16457",+,2,2,2,0,24901,0.0,0.0,3.09927375386777,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.400679586341568,2.0,0.0,0.0,promoter-TSS (NM_024876),701,ENSG00000086544,ITPKC,inositol-trisphosphate 3-kinase C,protein-coding,promoter-TSS,0.035,0.597338,False,False,False,True,False,False,False,High
24954,chr19,40799227,40799233,"pt212_hi,pt226_hi","pt212_hi_15456,pt226_hi_11957",+,2,2,2,0,24954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.070561450470349,3.0,0.0,0.0,0.0,0.0,27.175651634435503,2.0,promoter-TSS (NM_053046),39,ENSG00000269858,EGLN2,egl-9 family hypoxia inducible factor 2,protein-coding,promoter-TSS,0.13,0.712146,False,False,False,True,False,False,False,High
24974,chr19,41262608,41262617,"pt212_hi,pt87_hi","pt212_hi_15461,pt87_hi_16475",+,2,2,2,0,24974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410711470304543,2.0,4.57298521455784,2.0,promoter-TSS (NM_144732),56,ENSG00000105323,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1,protein-coding,promoter-TSS,0.055,0.552413,False,False,False,True,False,False,False,High
25015,chr19,41500637,41500646,"pt212_hi,pt214_hi","pt212_hi_16144,pt214_hi_18357",-,2,2,2,0,25015,0.0,0.0,3.84906025167344,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29640540726418,2.0,promoter-TSS (NR_136334),7,ENSG00000267107,PCAT19,prostate cancer associated transcript 19,ncRNA,promoter-TSS,0.026667,0.445923,False,False,False,False,False,False,False,High
25023,chr19,41861142,41861172,"pt214_hi,pt226_hi","pt214_hi_17526,pt226_hi_11973",+,2,2,2,0,25023,0.0,0.0,6.92619291060349,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2553925290996735,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_001022, exon 3 of 6)",753,ENSG00000105372,RPS19,ribosomal protein S19,protein-coding,exon,0.036667,0.562396,False,False,False,False,False,False,False,High
25026,chr19,41869082,41869112,"pt221_hi,pt226_hi,pt87_hi","pt221_hi_10944,pt226_hi_11974,pt87_hi_16490",+,3,3,3,0,25026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1805766455515023,13.0,3.4111356514793822,3.0,0.0,0.0,2.420516073784608,2.0,0.0,0.0,promoter-TSS (NR_106855),-530,ENSG00000276926,MIR6797,microRNA 6797,ncRNA,promoter-TSS,0.02,0.569052,False,False,False,False,False,False,False,High
25048,chr19,42217748,42217759,"pt214_hi,pt221_hi","pt214_hi_18366,pt221_hi_11545",-,2,2,2,0,25048,0.0,0.0,2.37617304979993,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.164757757865357,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_073052),-77,ENSG00000160570,DEDD2,death effector domain containing 2,protein-coding,promoter-TSS,0.063333,0.595674,False,False,False,False,False,False,False,High
25069,chr19,42302334,42302335,"pt221_hi,pt87_hi","pt221_hi_11547,pt87_hi_17419",-,2,2,2,0,25069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8836941562000855,2.0,0.0,0.0,0.0,0.0,3.197588923036796,2.0,0.0,0.0,"5' UTR (NM_199285, exon 1 of 3)",203,ENSG00000188368,PRR19,proline rich 19,protein-coding,5' UTR,0.086667,0.663894,True,False,False,False,False,False,True,High
25071,chr19,42302412,42302418,"pt226_hi,pt87_hi","pt226_hi_12608,pt87_hi_17420",-,2,2,2,0,25071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.976546577707516,3.0,0.0,0.0,4.315323659273153,3.0,0.0,0.0,"5' UTR (NM_199285, exon 1 of 3)",209,ENSG00000079462,PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3,protein-coding,5' UTR,0.083333,0.658902,False,False,False,False,False,False,False,High
25140,chr19,43675437,43675452,"pt214_hi,pt226_hi,pt87_hi","pt214_hi_18393,pt226_hi_12631,pt87_hi_17444",-,3,3,3,0,25140,0.0,0.0,6.011894152949701,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9708492615498527,4.0,0.0,0.0,7.75619141293213,2.0,0.0,0.0,Intergenic,-5099,ENSG00000011422,PLAUR,"plasminogen activator, urokinase receptor",protein-coding,Intergeni,0.015,0.530782,False,True,False,False,False,False,False,High
25144,chr19,43754867,43754881,"pt212_hi,pt87_hi","pt212_hi_16170,pt87_hi_17446",-,2,2,2,0,25144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.037237973318068,2.0,2.77641365281726,2.0,promoter-TSS (NM_019108),88,ENSG00000105771,SMG9,SMG9 nonsense mediated mRNA decay factor,protein-coding,promoter-TSS,0.083333,0.637271,False,False,False,False,False,False,False,High
25182,chr19,44725172,44725189,"pt212_hi,pt226_hi,pt87_hi","pt212_hi_16177,pt226_hi_12637,pt87_hi_17450",-,3,3,3,0,25182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4045446406996405,2.0,0.0,0.0,5.75204512927858,3.0,6.264883821074721,3.0,Intergenic,-23527,ENSG00000069399,BCL3,BCL3 transcription coactivator,protein-coding,Intergeni,0.038333,0.608985,False,False,False,False,False,False,False,High
25202,chr19,44759427,44759443,"pt214_hi,pt226_hi","pt214_hi_17551,pt226_hi_11990",+,2,2,2,0,25202,0.0,0.0,25.11256760611732,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.394093989438236,6.0,0.0,0.0,0.0,0.0,0.0,0.0,TTS (NR_107052),778,ENSG00000284258,MIR8085,microRNA 8085,ncRNA,TTS,0.006667,0.645591,False,False,False,False,False,False,False,High
25214,chr19,44818783,44818802,"pt214_hi,pt221_hi","pt214_hi_17556,pt221_hi_10964",+,2,2,2,0,25214,0.0,0.0,13.75355624942285,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5557021052671054,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_005581, exon 10 of 15)",9734,ENSG00000187244,BCAM,basal cell adhesion molecule (Lutheran blood group),protein-coding,exon,0.033333,0.595674,False,False,False,False,False,False,False,High
25240,chr19,44906600,44906624,"pt212_hi,pt87_hi","pt212_hi_15502,pt87_hi_16542",+,2,2,2,0,25240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175614173482983,2.0,3.492614456486152,2.0,"exon (NM_001302688, exon 2 of 4)",211,ENSG00000130203,APOE,apolipoprotein E,protein-coding,exon,0.033333,0.565724,False,False,False,False,False,False,False,High
25241,chr19,44908578,44908592,"pt214_hi,pt87_hi","pt214_hi_17564,pt87_hi_16543",+,2,2,2,0,25241,0.0,0.0,4.875157168696131,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44125915888788,2.0,0.0,0.0,"exon (NM_001302688, exon 4 of 4)",2184,ENSG00000130203,APOE,apolipoprotein E,protein-coding,exon,0.048333,0.605657,False,False,False,False,False,False,False,High
25247,chr19,44973177,44973218,"pt212_hi,pt214_hi,pt221_hi","pt212_hi_16179,pt214_hi_18402,pt214_hi_18403,pt221_hi_11570",-,3,3,3,0,25247,0.0,0.0,11.461431718543157,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9963239912764896,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97678890874692,4.0,"exon (NM_001294, exon 3 of 14)",17818,ENSG00000104853,CLPTM1,CLPTM1 regulator of GABA type A receptor forward trafficking,protein-coding,exon,0.021667,0.567388,False,False,False,True,False,False,False,High
25249,chr19,44988165,44988179,"pt212_hi,pt214_hi,pt226_hi,pt87_hi","pt212_hi_16180,pt214_hi_18404,pt226_hi_12639,pt87_hi_17455",-,4,4,4,0,25249,0.0,0.0,10.730412607465707,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.873917266957235,5.0,0.0,0.0,9.662192027269649,3.0,30.128405377736296,2.0,"exon (NM_001294, exon 9 of 14)",-13292,ENSG00000104856,RELB,"RELB proto-oncogene, NF-kB subunit",protein-coding,exon,0.021667,0.648918,False,False,False,False,False,False,False,High
25254,chr19,44991264,44991271,"pt212_hi,pt226_hi","pt212_hi_15508,pt226_hi_12003",+,2,2,2,0,25254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.325739599066837,4.0,0.0,0.0,0.0,0.0,19.318646367714816,3.0,"exon (NM_001294, exon 12 of 14)",-10196,ENSG00000104856,RELB,"RELB proto-oncogene, NF-kB subunit",protein-coding,exon,0.03,0.628952,False,False,False,False,False,False,False,High
25305,chr19,45340808,45340838,"pt214_hi,pt87_hi","pt214_hi_17585,pt87_hi_16565",+,2,2,2,0,25305,0.0,0.0,3.312624808959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175614173482983,2.0,0.0,0.0,promoter-TSS (NM_177417),73,ENSG00000104892,KLC3,kinesin light chain 3,protein-coding,promoter-TSS,0.08,0.65391,True,False,False,False,False,False,True,High
25452,chr19,46413611,46413615,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_16207,pt214_hi_18440,pt87_hi_17485",-,3,3,3,0,25452,0.0,0.0,14.767733721153128,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2889288610504,2.0,15.149684828281668,2.0,promoter-TSS (NM_032040),-49,ENSG00000169515,CCDC8,coiled-coil domain containing 8,protein-coding,promoter-TSS,0.053333,0.600666,False,False,False,False,False,False,False,High
25470,chr19,46609502,46609530,"pt214_hi,pt226_hi","pt214_hi_17622,pt226_hi_12039",+,2,2,2,0,25470,0.0,0.0,3.08792837811952,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47110558739396,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"3' UTR (NM_005184, exon 6 of 6)",7444,ENSG00000160014,CALM3,calmodulin 3,protein-coding,3' UTR,0.028333,0.557404,False,False,False,True,False,False,False,High
25589,chr19,48255847,48255849,"pt214_hi,pt221_hi","pt214_hi_18466,pt221_hi_11622",-,2,2,2,0,25589,0.0,0.0,2.9796337496528,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8678663332449688,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_147707),64,ENSG00000105483,CARD8,caspase recruitment domain family member 8,protein-coding,promoter-TSS,0.018333,0.392679,False,False,False,False,False,False,False,High
25655,chr19,48740561,48740586,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_16257,pt214_hi_18486,pt87_hi_17552",-,3,3,3,0,25655,0.0,0.0,6.417867003231129,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.769480367609323,2.0,4.4019396122332894,2.0,promoter-TSS (NM_017805),36,ENSG00000105538,RASIP1,Ras interacting protein 1,protein-coding,promoter-TSS,0.033333,0.599002,False,False,False,False,False,False,False,High
25730,chr19,48965689,48965697,"pt214_hi,pt87_hi","pt214_hi_18498,pt87_hi_17564",-,2,2,2,0,25730,0.0,0.0,3.1786710517723447,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18593261142332,3.0,0.0,0.0,"intron (NM_000146, intron 1 of 3)",384,ENSG00000087086,FTL,ferritin light chain,protein-coding,intron,0.071667,0.595674,False,False,False,False,False,False,False,High
25769,chr19,49107669,49107679,"pt214_hi,pt221_hi","pt214_hi_17683,pt221_hi_11052",+,2,2,2,0,25769,0.0,0.0,3.4767377750123902,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311679152111702,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_003089, exon 9 of 10)",-6696,ENSG00000104863,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component",protein-coding,exon,0.048333,0.595674,False,False,False,False,False,False,False,High
25770,chr19,49107934,49107945,"pt221_hi,pt87_hi","pt221_hi_11053,pt87_hi_16679",+,2,2,2,0,25770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2811390724500087,7.0,0.0,0.0,0.0,0.0,7.12280569323516,2.0,0.0,0.0,"exon (NM_003089, exon 10 of 10)",-6430,ENSG00000104863,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component",protein-coding,exon,0.09,0.687188,False,False,False,False,False,False,False,High
25813,chr19,49496272,49496282,"pt212_hi,pt226_hi,pt87_hi","pt212_hi_15599,pt226_hi_12102,pt87_hi_16706",+,3,3,3,0,25813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8274997685954255,2.0,0.0,0.0,3.02417465243581,2.0,3.0595507378342024,2.0,promoter-TSS (NM_001015),-157,ENSG00000142534,RPS11,ribosomal protein S11,protein-coding,promoter-TSS,0.078333,0.595674,False,False,False,False,False,False,False,High
25894,chr19,49867871,49867890,"pt214_hi,pt87_hi","pt214_hi_18525,pt87_hi_17597",-,2,2,2,0,25894,0.0,0.0,2.2710346664040695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05599268563978,2.0,0.0,0.0,promoter-TSS (NM_007254),-305,ENSG00000039650,PNKP,polynucleotide kinase 3'-phosphatase,protein-coding,promoter-TSS,0.056667,0.505824,False,False,False,True,False,False,False,High
25911,chr19,49897641,49897652,"pt212_hi,pt226_hi","pt212_hi_16293,pt226_hi_12720",-,2,2,2,0,25911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8561766570986,2.0,0.0,0.0,0.0,0.0,4.209732983584112,2.0,promoter-TSS (NM_152899),-760,ENSG00000104951,IL4I1,interleukin 4 induced 1,protein-coding,promoter-TSS,0.026667,0.589018,False,False,False,False,False,False,False,High
25915,chr19,49928731,49928751,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_15634,pt214_hi_17735,pt87_hi_16750",+,3,3,3,0,25915,0.0,0.0,4.6686217173056095,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.117908058357703,2.0,4.172866354802717,4.0,promoter-TSS (NM_012068),39,ENSG00000169136,ATF5,activating transcription factor 5,protein-coding,promoter-TSS,0.04,0.515807,False,False,False,False,False,False,False,High
25918,chr19,49929348,49929362,"pt221_hi,pt87_hi","pt221_hi_11096,pt87_hi_16752",+,2,2,2,0,25918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.290300128371625,9.0,0.0,0.0,0.0,0.0,6.2497763624092,3.0,0.0,0.0,promoter-TSS (NM_001290746),149,ENSG00000213024,NUP62,nucleoporin 62,protein-coding,promoter-TSS,0.065,0.647255,False,False,False,True,False,False,False,High
25935,chr19,50205504,50205523,"pt214_hi,pt87_hi","pt214_hi_17748,pt87_hi_16759,pt87_hi_16760",+,2,2,2,0,25935,0.0,0.0,6.53950357331852,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.793465457099966,4.0,0.0,0.0,"intron (NM_024729, intron 1 of 40)",1886,ENSG00000105357,MYH14,myosin heavy chain 14,protein-coding,intron,0.073333,0.647255,False,False,False,False,False,False,False,High
25937,chr19,50206027,50206038,"pt212_hi,pt87_hi","pt212_hi_15643,pt87_hi_16761",+,2,2,2,0,25937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.596747427404583,6.0,8.183901892078902,2.0,"intron (NM_024729, intron 1 of 40)",2405,ENSG00000105357,MYH14,myosin heavy chain 14,protein-coding,intron,0.038333,0.657238,False,False,False,False,False,False,False,High
25973,chr19,50428677,50428718,"pt212_hi,pt226_hi,pt87_hi","pt212_hi_15653,pt226_hi_12150,pt87_hi_16770",+,3,3,3,0,25973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.444778192655633,5.0,0.0,0.0,6.0785276009715865,3.0,3.4159310650553305,2.0,"3' UTR (NM_003121, exon 6 of 6)",-4194,ENSG00000086967,MYBPC2,"myosin binding protein C, fast type",protein-coding,3' UTR,0.043333,0.595674,True,False,False,False,False,False,True,High
25976,chr19,50429537,50429557,"pt212_hi,pt87_hi","pt212_hi_15654,pt87_hi_16773",+,2,2,2,0,25976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.058329300967636,3.0,11.683381773242804,4.0,"3' UTR (NM_003121, exon 6 of 6)",-3345,ENSG00000086967,MYBPC2,"myosin binding protein C, fast type",protein-coding,3' UTR,0.016667,0.554077,True,False,False,False,False,False,True,High
25987,chr19,50432772,50432776,"pt212_hi,pt221_hi","pt212_hi_15656,pt221_hi_11114",+,2,2,2,0,25987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.005868404687634,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14324927714176,2.0,promoter-TSS (NM_004533),-118,ENSG00000086967,MYBPC2,"myosin binding protein C, fast type",protein-coding,promoter-TSS,0.05,0.643927,True,False,False,False,False,False,True,High
26025,chr19,50511101,50511116,"pt214_hi,pt226_hi","pt214_hi_18539,pt226_hi_12724",-,2,2,2,0,26025,0.0,0.0,2.3836247096134295,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.978473471676766,2.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001270686),82,ENSG00000161677,JOSD2,Josephin domain containing 2,protein-coding,promoter-TSS,0.111667,0.697171,False,False,False,True,False,False,False,High
