,Chr,Start,Stop,Samples,Sample_indices,Strand,Listing,Listing_subject,High,Low,UniqueIdentifier,pt87_lo_TPM,pt87_lo_Reads,pt214_hi_TPM,pt214_hi_Reads,pt214_lo_TPM,pt214_lo_Reads,pt221_lo_TPM,pt221_lo_Reads,pt226_lo_TPM,pt226_lo_Reads,pt221_hi_TPM,pt221_hi_Reads,pt226_hi_TPM,pt226_hi_Reads,pt212_lo_TPM,pt212_lo_Reads,pt87_hi_TPM,pt87_hi_Reads,pt212_hi_TPM,pt212_hi_Reads,Annotation,Distance to TSS,Nearest Ensembl,Gene Name,Gene Description,Gene Type,Annotations_short,CpG%,GC%,TRA,AIRE,Fezf2,Housekeeping,AIRE_dep_TRA,Fezf2_dep_TRA,other_TRA,Class
30787,chr20,50731579,50731581,"pt212_lo,pt221_lo","pt212_lo_17389,pt221_lo_12125",+,2,2,0,2,30787,0.0,0.0,0.0,0.0,0.0,0.0,3.231440742140143,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.600318401310151,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_032521),0,ENSG00000124171,PARD6B,par-6 family cell polarity regulator beta,protein-coding,promoter-TSS,0.133333,0.738769,False,False,False,False,False,False,False,Low
30799,chr20,51111365,51111371,"pt212_lo,pt87_lo","pt212_lo_17675,pt87_lo_18728",-,2,2,0,2,30799,8.888988057928179,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.436550035351369,2.0,0.0,0.0,0.0,0.0,Intergenic,-88261,ENSG00000026559,KCNG1,potassium voltage-gated channel modifier subfamily G member 1,protein-coding,Intergeni,0.018333,0.472546,False,True,False,False,False,False,False,Low
30803,chr20,51562837,51562846,"pt214_lo,pt221_lo,pt87_lo","pt214_lo_18603,pt221_lo_12326,pt87_lo_18732",-,3,3,0,3,30803,9.98741638119848,2.0,0.0,0.0,11.09454083371958,2.0,5.923651014315017,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001136021),-3,ENSG00000101096,NFATC2,nuclear factor of activated T cells 2,protein-coding,promoter-TSS,0.075,0.618968,False,False,False,False,False,False,False,Low
30826,chr20,53597702,53597705,"pt214_lo,pt87_lo","pt214_lo_18605,pt87_lo_18735",-,2,2,0,2,30826,2.45438337868261,2.0,0.0,0.0,5.206847731602323,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intergenic,-10650,ENSG00000235415,LOC105372672,uncharacterized LOC105372672,ncRNA,Intergeni,0.006667,0.384359,True,False,False,False,False,False,True,Low
30899,chr20,58891343,58891354,"pt214_lo,pt221_lo,pt87_lo","pt214_lo_18337,pt221_lo_12137,pt87_lo_18483",+,3,3,0,3,30899,9.60461165043828,2.0,0.0,0.0,10.68968876244487,2.0,2.953477121441247,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001077489),-72,ENSG00000087460,GNAS,GNAS complex locus,protein-coding,promoter-TSS,0.133333,0.783694,False,False,False,False,False,False,False,Low
30902,chr20,58891578,58891581,"pt214_lo,pt226_lo","pt214_lo_18339,pt226_lo_12823",+,2,2,0,2,30902,0.0,0.0,0.0,0.0,10.11720319699055,2.0,0.0,0.0,2.357737976768343,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_132272),159,ENSG00000087460,GNAS,GNAS complex locus,protein-coding,promoter-TSS,0.16,0.846922,False,False,False,False,False,False,False,Low
30912,chr20,58896460,58896487,"pt212_lo,pt87_lo","pt212_lo_17422,pt87_lo_18486",+,2,2,0,2,30912,9.895370095497794,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072235120261923,2.0,0.0,0.0,0.0,0.0,"intron (NM_001077489, intron 2 of 11)",4311,ENSG00000087460,GNAS,GNAS complex locus,protein-coding,intron,0.021667,0.470882,False,False,False,False,False,False,False,Low
30956,chr20,59958424,59958435,"pt214_lo,pt87_lo","pt214_lo_18347,pt87_lo_18492",+,2,2,0,2,30956,2.9364977565785697,2.0,0.0,0.0,5.120522535817414,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_145482),7,ENSG00000124215,CDH26,cadherin 26,protein-coding,promoter-TSS,0.01,0.402662,False,True,False,False,False,False,False,Low
30963,chr20,62066051,62066056,"pt221_lo,pt226_lo","pt221_lo_12144,pt226_lo_12831",+,2,2,0,2,30963,0.0,0.0,0.0,0.0,0.0,0.0,3.468770862558874,4.0,4.642920997533417,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_003185),-244,ENSG00000130699,TAF4,TATA-box binding protein associated factor 4,protein-coding,promoter-TSS,0.175,0.81198,False,False,False,False,False,False,False,Low
30999,chr20,62817045,62817061,"pt212_lo,pt214_lo,pt226_lo","pt212_lo_17445,pt214_lo_18361,pt226_lo_12839",+,3,3,0,3,30999,0.0,0.0,0.0,0.0,16.198376803028037,2.0,0.0,0.0,8.796589553890273,4.0,0.0,0.0,0.0,0.0,15.952670049660801,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001853),3,ENSG00000092758,COL9A3,collagen type IX alpha 3 chain,protein-coding,promoter-TSS,0.116667,0.735441,False,True,False,False,False,False,False,Low
31047,chr20,63658284,63658315,"pt212_lo,pt214_lo,pt87_lo","pt212_lo_17456,pt212_lo_17457,pt212_lo_17458,pt214_lo_18367,pt87_lo_18515",+,3,3,0,3,31047,4.877825009455057,3.0,0.0,0.0,3.26858202952706,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.825478611507602,7.0,0.0,0.0,0.0,0.0,"non-coding (NR_037882, exon 1 of 38)",490,ENSG00000258366,RTEL1,regulator of telomere elongation helicase 1,protein-coding,non-coding,0.076667,0.66223,False,False,False,False,False,False,False,Low
31063,chr20,63739807,63739814,"pt214_lo,pt226_lo,pt87_lo","pt214_lo_18375,pt226_lo_12847,pt87_lo_18521",+,3,3,0,3,31063,16.07243515808287,3.0,0.0,0.0,8.01132287263523,2.0,0.0,0.0,3.1590450112318615,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_020062),35,ENSG00000125520,SLC2A4RG,SLC2A4 regulator,protein-coding,promoter-TSS,0.151667,0.815308,False,False,False,False,False,False,False,Low
31067,chr20,63741359,63741370,"pt212_lo,pt214_lo,pt221_lo,pt226_lo,pt87_lo","pt212_lo_17464,pt214_lo_18379,pt221_lo_12169,pt226_lo_12848,pt87_lo_18522",+,5,5,0,5,31067,23.772921498392037,6.0,0.0,0.0,3.487286271441199,3.0,2.6228477454650014,5.0,8.065944718329868,3.0,0.0,0.0,0.0,0.0,3.4810476955688223,3.0,0.0,0.0,0.0,0.0,"intron (NM_020062, intron 2 of 7)",1589,ENSG00000125520,SLC2A4RG,SLC2A4 regulator,protein-coding,intron,0.035,0.698835,False,False,False,False,False,False,False,Low
31075,chr20,63895147,63895188,"pt214_lo,pt221_lo","pt214_lo_18383,pt221_lo_12171",+,2,2,0,2,31075,0.0,0.0,0.0,0.0,2.409650640373734,2.0,2.414498445261148,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_025219),42,ENSG00000101152,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5,protein-coding,promoter-TSS,0.12,0.707155,False,False,False,True,False,False,False,Low
31106,chr20,64063255,64063269,"pt212_lo,pt221_lo,pt87_lo","pt212_lo_17477,pt212_lo_17478,pt221_lo_12182,pt87_lo_18534",+,3,3,0,3,31106,2.61021871327146,2.0,0.0,0.0,0.0,0.0,3.1759133863479727,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.257003231428656,5.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_003195),64,ENSG00000171703,TCEA2,transcription elongation factor A2,protein-coding,promoter-TSS,0.118333,0.735441,False,False,False,False,False,False,False,Low
31267,chr21,32412894,32412906,"pt226_lo,pt87_lo","pt226_lo_13048,pt87_lo_18806",+,2,2,0,2,31267,8.067660744273889,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3631390160222367,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_001320744, exon 1 of 6)",194,ENSG00000166979,EVA1C,eva-1 homolog C,protein-coding,exon,0.123333,0.747088,False,False,False,False,False,False,False,Low
31270,chr21,32604477,32604513,"pt212_lo,pt87_lo","pt212_lo_17876,pt87_lo_18971",-,2,2,0,2,31270,10.036625690288684,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.194474668929185,4.0,0.0,0.0,0.0,0.0,"intron (NM_001350334, intron 2 of 5)",7882,ENSG00000159079,CFAP298,cilia and flagella associated protein 298,protein-coding,intron,0.02,0.52579,False,False,False,True,False,False,False,Low
31274,chr21,32612840,32612858,"pt212_lo,pt214_lo,pt226_lo","pt212_lo_17881,pt214_lo_18817,pt226_lo_13161",-,3,3,0,3,31274,0.0,0.0,0.0,0.0,7.250701412788834,3.0,0.0,0.0,2.8459941633779695,2.0,0.0,0.0,0.0,0.0,2.377319543271432,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001350334),22,ENSG00000159079,CFAP298,cilia and flagella associated protein 298,protein-coding,promoter-TSS,0.065,0.569052,False,False,False,True,False,False,False,Low
31276,chr21,33230939,33230942,"pt214_lo,pt87_lo","pt214_lo_18818,pt87_lo_18975",-,2,2,0,2,31276,4.428656195096649,2.0,0.0,0.0,3.1049660771028895,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"intron (NM_207584, intron 1 of 8)",1003,ENSG00000159110,IFNAR2,interferon alpha and beta receptor subunit 2,protein-coding,intron,0.023333,0.432612,False,False,False,False,False,False,False,Low
31301,chr21,33542823,33542840,"pt212_lo,pt214_lo,pt226_lo,pt87_lo","pt212_lo_17883,pt214_lo_18822,pt226_lo_13164,pt87_lo_18981",-,4,4,0,4,31301,5.105168601509,2.0,0.0,0.0,5.502079721574305,2.0,0.0,0.0,3.0996858529177542,3.0,0.0,0.0,0.0,0.0,4.61689021571196,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_032195),57,ENSG00000159131,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",protein-coding,promoter-TSS,0.07,0.610649,False,False,False,False,False,False,False,Low
31312,chr21,33554645,33554681,"pt214_lo,pt87_lo","pt214_lo_18681,pt87_lo_18814",+,2,2,0,2,31312,3.8624110955326496,4.0,0.0,0.0,2.4264201800432295,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_032195, exon 3 of 7)",4001,ENSG00000284448,MIR6501,microRNA 6501,ncRNA,exon,0.018333,0.414309,False,False,False,False,False,False,False,Low
31319,chr21,33642550,33642580,"pt212_lo,pt214_lo,pt221_lo,pt226_lo,pt87_lo","pt212_lo_17754,pt214_lo_18682,pt221_lo_12382,pt226_lo_13058,pt87_lo_18817",+,5,5,0,5,31319,5.538057348997176,4.0,0.0,0.0,10.889675407152811,5.0,3.169127833776989,8.0,2.52253193185584,2.0,0.0,0.0,0.0,0.0,5.10781653232076,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_145858),64,ENSG00000205726,ITSN1,intersectin 1,protein-coding,promoter-TSS,0.065,0.605657,False,False,False,False,False,False,False,Low
31341,chr21,34669715,34669741,"pt212_lo,pt214_lo","pt212_lo_17759,pt214_lo_18688",+,2,2,0,2,31341,0.0,0.0,0.0,0.0,4.90616772845144,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1993050468703323,2.0,0.0,0.0,0.0,0.0,"exon (NM_053277, exon 1 of 6)",734,ENSG00000159212,CLIC6,chloride intracellular channel 6,protein-coding,exon,0.105,0.755408,False,True,False,False,False,False,False,Low
31420,chr21,38121486,38121496,"pt212_lo,pt87_lo","pt212_lo_17770,pt87_lo_18835",+,2,2,0,2,31420,7.17841411806968,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5690829316060015,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_147130),40,ENSG00000198054,DSCR8,Down syndrome critical region 8,ncRNA,promoter-TSS,0.036667,0.500832,True,False,False,False,False,False,True,Low
31430,chr21,38805170,38805186,"pt212_lo,pt214_lo,pt226_lo,pt87_lo","pt212_lo_17772,pt214_lo_18708,pt226_lo_13077,pt87_lo_18838",+,4,4,0,4,31430,7.220812263414951,2.0,0.0,0.0,3.4125572195631495,2.0,0.0,0.0,3.3554950989001497,2.0,0.0,0.0,0.0,0.0,4.229762202849823,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_005239),-5,ENSG00000157557,ETS2,"ETS proto-oncogene 2, transcription factor",protein-coding,promoter-TSS,0.046667,0.550749,False,False,False,False,False,False,False,Low
31485,chr21,39380366,39380373,"pt212_lo,pt214_lo","pt212_lo_17783,pt214_lo_18719",+,2,2,0,2,31485,0.0,0.0,0.0,0.0,7.967748088164569,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69142171220519,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001317744),44,ENSG00000182093,GET1,guided entry of tail-anchored proteins factor 1,protein-coding,promoter-TSS,0.071667,0.512479,False,False,False,True,False,False,False,Low
31503,chr21,41316696,41316737,"pt214_lo,pt221_lo,pt226_lo","pt214_lo_18722,pt221_lo_12405,pt226_lo_13086",+,3,3,0,3,31503,0.0,0.0,0.0,0.0,2.81875033828261,2.0,3.326230675510153,3.0,3.3263941572862104,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_206964),-84,ENSG00000183844,FAM3B,family with sequence similarity 3 member B,protein-coding,promoter-TSS,0.06,0.652246,False,True,False,False,False,False,False,Low
31514,chr21,41385983,41386005,"pt226_lo,pt87_lo","pt226_lo_13090,pt87_lo_18858",+,2,2,0,2,31514,2.93410926020803,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.478931105930298,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"intron (NM_002463, intron 5 of 13)",23967,ENSG00000183486,MX2,MX dynamin like GTPase 2,protein-coding,intron,0.008333,0.422629,False,False,False,False,False,False,False,Low
31531,chr21,41449146,41449165,"pt212_lo,pt226_lo","pt212_lo_17796,pt226_lo_13096",+,2,2,0,2,31531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.937321697733356,4.0,0.0,0.0,0.0,0.0,3.5614761488762623,2.0,0.0,0.0,0.0,0.0,"exon (NM_001178046, exon 12 of 15)",17106,ENSG00000157601,MX1,MX dynamin like GTPase 1,protein-coding,exon,0.02,0.425957,False,False,False,False,False,False,False,Low
31549,chr21,41953980,41953991,"pt226_lo,pt87_lo","pt226_lo_13186,pt87_lo_19015",-,2,2,0,2,31549,7.89405019770573,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.299725827624344,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_015500),32,ENSG00000157617,C2CD2,C2 calcium dependent domain containing 2,protein-coding,promoter-TSS,0.121667,0.753744,False,False,False,False,False,False,False,Low
31554,chr21,42219140,42219160,"pt214_lo,pt221_lo,pt226_lo","pt214_lo_18730,pt221_lo_12412,pt226_lo_13099",+,3,3,0,3,31554,0.0,0.0,0.0,0.0,50.83230001939327,6.0,2.861844864397361,9.0,9.512572655075976,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_016818),-7,ENSG00000160179,ABCG1,ATP binding cassette subfamily G member 1,protein-coding,promoter-TSS,0.101667,0.725458,False,False,False,False,False,False,False,Low
31599,chr21,43774729,43774740,"pt214_lo,pt87_lo","pt214_lo_18867,pt87_lo_19022",-,2,2,0,2,31599,5.23714003866938,2.0,0.0,0.0,2.599276092132723,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_000100, exon 2 of 3)",1640,ENSG00000160213,CSTB,cystatin B,protein-coding,exon,0.021667,0.497504,False,False,False,True,False,False,False,Low
31612,chr21,44107384,44107399,"pt212_lo,pt214_lo,pt226_lo,pt87_lo","pt212_lo_17810,pt214_lo_18742,pt226_lo_13106,pt87_lo_18882",+,4,4,0,4,31612,3.98612763280239,2.0,0.0,0.0,2.3865474885940254,3.0,0.0,0.0,5.03342212850669,2.0,0.0,0.0,0.0,0.0,4.2385764208447005,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_005049),-7,ENSG00000275464,LOC102724159,periodic tryptophan protein 2 homolog,protein-coding,promoter-TSS,0.121667,0.703827,False,False,False,False,False,False,False,Low
31635,chr21,44769203,44769205,"pt212_lo,pt214_lo,pt226_lo","pt212_lo_17817,pt214_lo_18745,pt226_lo_13109",+,3,3,0,3,31635,0.0,0.0,0.0,0.0,9.856219419526964,2.0,0.0,0.0,14.18410932436008,2.0,0.0,0.0,0.0,0.0,12.709604626533018,2.0,0.0,0.0,0.0,0.0,"3' UTR (NM_001202489, exon 4 of 4)",32616,ENSG00000184787,UBE2G2,ubiquitin conjugating enzyme E2 G2,protein-coding,3' UTR,0.011667,0.487521,False,False,False,True,False,False,False,Low
31646,chr21,44818125,44818131,"pt212_lo,pt214_lo,pt87_lo","pt212_lo_17936,pt214_lo_18876,pt87_lo_19031",-,3,3,0,3,31646,15.45097132990272,2.0,0.0,0.0,12.734330005122848,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.00760194736334,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001286416),1,ENSG00000184900,SUMO3,small ubiquitin like modifier 3,protein-coding,promoter-TSS,0.145,0.778702,False,False,False,True,False,False,False,Low
31653,chr21,44939934,44939943,"pt214_lo,pt87_lo","pt214_lo_18880,pt87_lo_19035",-,2,2,0,2,31653,2.4326386850104,2.0,0.0,0.0,6.390426493303174,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_058190),-26,ENSG00000183250,LINC01547,long intergenic non-protein coding RNA 1547,ncRNA,promoter-TSS,0.136667,0.75208,False,False,False,False,False,False,False,Low
31711,chr21,46116768,46116779,"pt226_lo,pt87_lo","pt226_lo_13127,pt87_lo_18912",+,2,2,0,2,31711,3.69958280861392,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2450269522915898,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_058175, exon 10 of 28)",18655,ENSG00000142173,COL6A2,collagen type VI alpha 2 chain,protein-coding,exon,0.031667,0.645591,False,False,False,False,False,False,False,Low
31767,chr22,18149834,18149838,"pt214_lo,pt221_lo,pt87_lo","pt214_lo_19132,pt221_lo_12674,pt87_lo_19291",-,3,3,0,3,31767,8.346412095941886,2.0,0.0,0.0,3.412015598553042,2.0,2.4535456795852575,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_017414),-334,ENSG00000184979,USP18,ubiquitin specific peptidase 18,protein-coding,promoter-TSS,0.073333,0.572379,False,False,False,False,False,False,False,Low
31769,chr22,18149925,18149931,"pt214_lo,pt226_lo","pt214_lo_18890,pt226_lo_13210",+,2,2,0,2,31769,0.0,0.0,0.0,0.0,2.409650640373734,2.0,0.0,0.0,4.33791434174025,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_017414),-242,ENSG00000184979,USP18,ubiquitin specific peptidase 18,protein-coding,promoter-TSS,0.055,0.539101,False,False,False,False,False,False,False,Low
31770,chr22,18150085,18150087,"pt212_lo,pt214_lo","pt212_lo_17954,pt214_lo_18891",+,2,2,0,2,31770,0.0,0.0,0.0,0.0,3.4785578766313487,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.289482361881618,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_017414),-84,ENSG00000184979,USP18,ubiquitin specific peptidase 18,protein-coding,promoter-TSS,0.081667,0.597338,False,False,False,False,False,False,False,Low
31780,chr22,19178449,19178457,"pt214_lo,pt226_lo","pt214_lo_19136,pt226_lo_13391",-,2,2,0,2,31780,0.0,0.0,0.0,0.0,3.798114434555864,2.0,0.0,0.0,2.553595706880163,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001287387),52,ENSG00000100075,SLC25A1,solute carrier family 25 member 1,protein-coding,promoter-TSS,0.138333,0.793677,False,False,False,False,False,False,False,Low
31782,chr22,19178758,19178777,"pt214_lo,pt226_lo","pt214_lo_19138,pt226_lo_13393",-,2,2,0,2,31782,0.0,0.0,0.0,0.0,16.64655801275529,2.0,0.0,0.0,3.32217450576245,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001287387),-32,ENSG00000100075,SLC25A1,solute carrier family 25 member 1,protein-coding,promoter-TSS,0.123333,0.765391,False,False,False,False,False,False,False,Low
31817,chr22,20117339,20117351,"pt212_lo,pt214_lo,pt87_lo","pt212_lo_17967,pt214_lo_18901,pt87_lo_19055",+,3,3,0,3,31817,2.514221193231952,3.0,0.0,0.0,4.82328268804792,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226062496108541,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_182984),-119,ENSG00000099899,TRMT2A,tRNA methyltransferase 2 homolog A,protein-coding,promoter-TSS,0.116667,0.705491,False,False,False,True,False,False,False,Low
31828,chr22,20508047,20508072,"pt212_lo,pt214_lo,pt87_lo","pt212_lo_17972,pt214_lo_18908,pt87_lo_19062",+,3,3,0,3,31828,5.471254454579769,3.0,0.0,0.0,5.823945202951048,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88826510744484,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001293237),13,ENSG00000099917,MED15,mediator complex subunit 15,protein-coding,promoter-TSS,0.075,0.622296,False,False,False,False,False,False,False,Low
31845,chr22,21002178,21002181,"pt214_lo,pt226_lo","pt214_lo_18916,pt226_lo_13224",+,2,2,0,2,31845,0.0,0.0,0.0,0.0,10.47042619676738,2.0,0.0,0.0,4.55166041968213,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_030573),-62,ENSG00000184436,THAP7,THAP domain containing 7,protein-coding,promoter-TSS,0.123333,0.688852,False,False,False,True,False,False,False,Low
31861,chr22,21816883,21816887,"pt212_lo,pt214_lo,pt226_lo,pt87_lo","pt212_lo_17983,pt214_lo_18922,pt226_lo_13228,pt87_lo_19072",+,4,4,0,4,31861,12.399601917795257,3.0,0.0,0.0,2.9676271897336135,2.0,0.0,0.0,3.3294246650030983,2.0,0.0,0.0,0.0,0.0,3.53990798397688,2.0,0.0,0.0,0.0,0.0,"intron (NM_002745, intron 1 of 8)",50795,ENSG00000100030,MAPK1,mitogen-activated protein kinase 1,protein-coding,intron,0.006667,0.36772,False,False,False,True,False,False,False,Low
31888,chr22,23580383,23580398,"pt212_lo,pt214_lo","pt212_lo_18211,pt214_lo_19165",-,2,2,0,2,31888,0.0,0.0,0.0,0.0,2.614251111259577,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29770732844681,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_020070),-101,ENSG00000128322,IGLL1,immunoglobulin lambda like polypeptide 1,protein-coding,promoter-TSS,0.013333,0.62396,True,False,False,False,False,False,True,Low
31899,chr22,24011304,24011315,"pt214_lo,pt87_lo","pt214_lo_18932,pt87_lo_19080",+,2,2,0,2,31899,2.303583184911039,2.0,0.0,0.0,3.016641147705293,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001199281),-5,ENSG00000099991,CABIN1,calcineurin binding protein 1,protein-coding,promoter-TSS,0.085,0.613977,False,False,False,False,False,False,False,Low
31930,chr22,24599754,24599773,"pt212_lo,pt214_lo","pt212_lo_17996,pt214_lo_18940",+,2,2,0,2,31930,0.0,0.0,0.0,0.0,3.436412407599255,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.796609403251702,2.0,0.0,0.0,0.0,0.0,"intron (NM_013430, intron 1 of 15)",-3429,ENSG00000100031,GGT1,gamma-glutamyltransferase 1,protein-coding,intron,0.013333,0.565724,False,True,False,False,False,False,False,Low
31969,chr22,26657515,26657520,"pt212_lo,pt87_lo","pt212_lo_18007,pt87_lo_19091",+,2,2,0,2,31969,14.439472489236064,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.961189446095378,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_003491),36,ENSG00000225783,MIAT,myocardial infarction associated transcript,ncRNA,promoter-TSS,0.081667,0.670549,False,False,False,False,False,False,False,Low
31970,chr22,26657587,26657588,"pt212_lo,pt214_lo,pt226_lo","pt212_lo_18008,pt214_lo_18948,pt226_lo_13246",+,3,3,0,3,31970,0.0,0.0,0.0,0.0,7.371573618227637,2.0,0.0,0.0,10.05580429781687,2.0,0.0,0.0,0.0,0.0,9.684607161172128,2.0,0.0,0.0,0.0,0.0,"non-coding (NR_003491, exon 1 of 5)",106,ENSG00000225783,MIAT,myocardial infarction associated transcript,ncRNA,non-coding,0.09,0.687188,False,False,False,False,False,False,False,Low
31984,chr22,27918905,27918922,"pt214_lo,pt226_lo","pt214_lo_18953,pt226_lo_13247",+,2,2,0,2,31984,0.0,0.0,0.0,0.0,2.504879619091168,3.0,0.0,0.0,3.288197609293566,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_026962),300,ENSG00000180957,PITPNB,phosphatidylinositol transfer protein beta,protein-coding,promoter-TSS,0.073333,0.625624,False,False,False,True,False,False,False,Low
31995,chr22,28742011,28742013,"pt214_lo,pt87_lo","pt214_lo_18956,pt87_lo_19100",+,2,2,0,2,31995,4.742046524627409,2.0,0.0,0.0,3.339255871495104,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001005735),-20,ENSG00000100209,HSCB,HscB mitochondrial iron-sulfur cluster cochaperone,protein-coding,promoter-TSS,0.051667,0.554077,False,False,False,True,False,False,False,Low
32002,chr22,28742788,28742789,"pt212_lo,pt226_lo","pt212_lo_18015,pt226_lo_13254",+,2,2,0,2,32002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.084357099913,2.0,0.0,0.0,0.0,0.0,7.556406083330221,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001005735),108,ENSG00000100209,HSCB,HscB mitochondrial iron-sulfur cluster cochaperone,protein-coding,promoter-TSS,0.048333,0.559068,False,False,False,True,False,False,False,Low
